keyword_busqueda,titulo,empresa,ubicacion,descripcion,salario_min,salario_max,fecha_creacion,url
docker,Machine Learning Engineer - 100% remoto,Nunegal Consulting,España,"¿Tienes experiencia como Machine Learning Engineer? ¿Te apasiona la tecnología y el desarrollo? ¿Buscas proyectos  y que tengan impacto? Si es así, sigue leyendo Cultura de mejora continua: Te integrarás en un proyecto desafiante que potenciará tus conocimientos y experiencia.  Crecimiento profesional: Priorizamos la promoción interna y el desarrollo de nuestro equipo.  Buen rollo: Somos un equipo colaborativo, nos ayudamos y compartimos conocimientos. ¡Y somos conocidos por nuestro Nunefest!  …",82169.0,105646.0,2026-06-18T22:21:02Z,https://www.adzuna.es/details/5768352871?utm_medium=api&utm_source=183d4d76
docker,Programador/a Ruby on Rails,MK Development Consulting,España,"Desde MK Development, empresa especializada en servicios IT, tenemos la necesidad de incorporar un/a Programador/a Ruby on Rails con mínimo 3 años de experiencia para ampliar un equipo de más de 10 desarrolladores en un proyecto del sector de las comunicaciones, con contratación directa en el cliente final. La modalidad de trabajo es híbrida con 4 días de teletrabajo y 1 día presencial a la semana en la oficina ubicada en la zona de Julián Camarillo (Madrid) y horario flexible de entrada y sali…",,,2026-09-14T03:48:23Z,https://www.adzuna.es/land/ad/5883110386?se=SAVRECuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=D1E7232F9EC62E071B4DA4B81006E1D27F2D9732
docker,Junior Solutions Architect (id 112046),ISG International Service Group,España,"You have spent the last few years building, integrating or supporting systems. Are you ready to contribute more to the decisions behind their design? ISG is recruiting a Junior Solutions Architect in Madrid . This opportunity could suit someone moving from a technical delivery role into architecture. Working alongside experienced colleagues, you will help evaluate design options, connect applications and support the evolution of services towards cloud environments. We would like to hear from yo…",,,2026-09-12T15:48:03Z,https://www.adzuna.es/land/ad/5881023390?se=SAVRECuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=778BED4000DD85B226A344210A73D30041A1673F
docker,DevOps con Kubernetes,Emetel,"Oleiros, A Coruña","DevOps con Kubernetes ¡Bienvenido a Emetel! El lugar en donde la tecnología es el puente hacia un futuro lleno de posibilidades. Somos un equipo apasionado por la innovación, con la libertad para crear y con una visión clara que durante 30 años nos ha guiado para transformar empresas a través de soluciones tecnológicas personalizadas. Si compartes nuestra energía por desafiar lo conocido y estás listo para dejar tu huella en el mundo digital, ¡este es el lugar para ti! Atrévete a ser parte de n…",,,2026-07-06T21:14:31Z,https://www.adzuna.es/details/5790090298?utm_medium=api&utm_source=183d4d76
docker,Programador de ordenador,domestiko.com,"Tres Cantos, Madrid","Se requiere un programador con conocimientos avanzados en administración de sistemas Linux, así como en la gestión de máquinas virtualizadas con VMware, Docker y Kubernetes. También es necesario dominar el scripting con Bash y PowerShell. Se valorará experiencia con Windows Server. Es imprescindible contar con un certificado de discapacidad igual o superior al 33% o una incapacidad permanente reconocida. Se exige titulación de FP o Ingeniería, al menos un año de experiencia y nivel alto de ingl…",,,2026-07-03T13:12:57Z,https://www.adzuna.es/land/ad/5786752972?se=SAVRECuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=88F4B84FCBDAB6F996829E1E333C9602D93B6663
docker,Senior Backend Engineer,Glintt Global,Madrid,"Sobre el Equipo Estamos buscando un/a Senior Backend Engineer para unirse al equipo de Glintt Next , donde podrás aportar tu experiencia desarrollando soluciones backend escalables y de alto rendimiento para proyectos del sector Telco, trabajando con tecnologías modernas y arquitecturas cloud-native. Como Senior Backend Engineer , tu día a día estará orientado a diseñar, desarrollar y evolucionar servicios backend construidos con Java (8 a 21) , aplicando arquitecturas de microservicios, arquit…",,,2026-08-09T09:59:06Z,https://www.adzuna.es/details/5834451259?utm_medium=api&utm_source=183d4d76
docker,"Consultor/a Devops, hibrido",Nextret,España,"Consultor/a Devops ¿Tienes experiencia trabajando con OpenShift, desarrollo de microservicios y entornos Java enterprise? ¿Te interesa participar en un proyecto internacional dentro del sector automoción? Esta oportunidad puede interesarte. Buscamos un/a Consultor/a Devops para incorporarse a un nuevo servicio en cliente, importante multinacional del sector automovilistico. ormarás parte de un entorno técnico internacional, participando tanto en el desarrollo de soluciones como en el soporte a …",,,2026-06-16T09:09:44Z,https://www.adzuna.es/details/5765227643?utm_medium=api&utm_source=183d4d76
docker,Programador/A Senior Java  Spring Boot – España (Remoto) – Proyecto Estable,The White Team,España,"Programador/A Senior Java  Spring Boot – España (Remoto) – Proyecto Estable En The Whiteam Consulting estamos buscando 2 Programadores/as Senior Java para unirse a un proyecto estable y de largo recorrido. Rol y responsabilidades: · Desarrollo backend de componentes complejos con Java y Spring Boot · Diseño e implementación de microservicios resilientes · Pruebas de integración, rendimiento y calidad de software · Virtualización y despliegue mediante contenedores Docker Experiencia: · Mínimo 4 …",,,2026-06-01T22:48:27Z,https://www.adzuna.es/details/5748177692?utm_medium=api&utm_source=183d4d76
docker,Administrador/a sistemas,airenetworks.es,España,"ADMINISTRADOR/A DE SISTEMAS ¿Quieres pertenecer a una empresa en pleno crecimiento del sector de las tecnologías? Grupo Aire somos un grupo de empresas de telecomunicaciones y cloud en pleno crecimiento con presencia en todo el territorio español y portugués. Somos el operador mayorista de telecomunicaciones en España con más presencia. Ofrecemos soluciones de: conectividad, telefonía fija y móvil, contenido audiovisual, cloud y data center. Estamos en plena expansión y queremos reforzar nuestr…",,,2026-06-29T00:53:59Z,https://www.adzuna.es/details/5780608031?utm_medium=api&utm_source=183d4d76
docker,DevOps Engineer,Full On Net,España,"At Full On Net by Sword, we are looking for an experienced DevOps to a very prestigious client. We are looking for a DevOps Engineer with strong experience in both software development and infrastructure , to join an international, collaborative and innovation-driven environment. We are looking for professionals with 8 years of combined experience in development and systems administration , who are passionate about emerging technologies and comfortable working independently on innovative projec…",,,2026-09-09T15:48:40Z,https://www.adzuna.es/land/ad/5877134153?se=SAVRECuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=61657BCEF5833CC8C1B83D4D009B0B8A3A7D1915
docker,DevOps Engineer,Initiumsoft,Madrid,"Impulsa la infraestructura cloud y automatizacin como DevOps Engineer En Initium Software conectamos al mejor talento tcnico con los proyectos ms desafiantes e innovadores del mercado. No somos una consultora tradicional; somos socios estratgicos que creemos en el impacto real a travs de la tecnologa. Como DevOps Engineer, asumirs un rol clave para garantizar la estabilidad, escalabilidad y modernizacin continua de entornos hbridos de alta exigencia, trabajando junto a equipos multidisciplinare…",,,2026-09-09T09:28:07Z,https://www.adzuna.es/details/5876765254?utm_medium=api&utm_source=183d4d76
docker,Cloud Platform Engineer H/M,INETUM,Madrid,Mission En Inetum buscamos un perfil Cloud Platform Engineer que formará parte del equipo de Plataforma Gluon y sus funciones son:• Creación Y Deploy Plataforma Gluon en Cloud Publica• Creación Y Deploy Sistema de Monitorización• Integración de Herramientas de terceros• Automatización• Garantizar Solución cumple los requisitos de Seguridad.ImprescindibleCloud Publica y Cloud Privada• Experiencia y experto en el desarrollo soluciones de Cloud Publica preferible AWS y AZURE. TerrafomKubernetes• E…,,,2025-02-24T20:19:07Z,https://www.adzuna.es/details/5062368027?utm_medium=api&utm_source=183d4d76
docker,AI-Driven Software Engineer (Node.js & C++),arsys,"Alcobendas, Madrid","Mission Act as the execution engine of the team, transforming architectural specifications into robust, efficient, and production-ready code. You will work on building and optimizing a hybrid Node.js–C++ system, leveraging AI tools as a key accelerator to maximize development speed without compromising quality. Responsibilities: Develop backend components in Node.js and high-performance integrations with C++ Translate technical specifications into functional solutions and accurately Use AI tool…",,,2026-04-20T00:11:19Z,https://www.adzuna.es/details/5704806110?utm_medium=api&utm_source=183d4d76
docker,AI-Driven Software Engineer (Node.js & C++),arsys,"Logroño, La Rioja","Mission Act as the execution engine of the team, transforming architectural specifications into robust, efficient, and production-ready code. You will work on building and optimizing a hybrid Node.js–C++ system, leveraging AI tools as a key accelerator to maximize development speed without compromising quality. Responsibilities: Develop backend components in Node.js and high-performance integrations with C++ Translate technical specifications into functional solutions and accurately Use AI tool…",,,2026-05-01T00:07:17Z,https://www.adzuna.es/details/5714900483?utm_medium=api&utm_source=183d4d76
docker,Técnico/a IDi en Fagor Multimedia Perspectives,Fagor Electrónica,"Astigarraga, Guipúzcoa","Fagor Electronica En Fagor Electrónica, lideramos el diseño, desarrollo e industrialización de soluciones tecnológicas de vanguardia. Somos especialistas en el desarrollo y fabricación de componentes electrónicos con tecnología europea. Nos mueve la innovación, las personas y la digitalización. Descripción de la oferta ¿Te gusta liderar el desarrollo de soluciones innovadoras en el ámbito de las tecnologías multimedia y de telecomunicación ? Desde Fagor Multimedia Perspectives , unidad de negoc…",,,2025-07-18T13:40:16Z,https://www.adzuna.es/details/5309819443?utm_medium=api&utm_source=183d4d76
docker,Administrador/a de Sistemas,airenetworks.es,España,"Grupo Aire es una empresa de telecomunicaciones en pleno crecimiento con presencia en todo el territorio español y Portugal. Somos el operador mayorista de telecomunicaciones en España con más presencia. Ofrecemos soluciones de: conectividad, telefonía fija y móvil, contenido audiovisual, cloud. Estamos en plena expansión y queremos reforzar nuestros equipos. Buscamos para nuestro equipo de sistemas un Administrador de Sistemas con experiencia cuya misión será: Llevar a cabo diversos proyectos …",,,2026-06-28T00:45:36Z,https://www.adzuna.es/details/5779525161?utm_medium=api&utm_source=183d4d76
docker,Data Spaces Engineer (EDC / Tractus-X),"Excelia, SL","Boadilla del Monte, Madrid","¡Únete a nuestro equipo como Data Spaces Engineer ! En Excelia buscamos un/a Data Spaces Engineer para incorporarse a proyectos innovadores relacionados con el diseño, desarrollo e implantación de Espacios de Datos (Data Spaces) , contribuyendo al intercambio seguro, interoperable y soberano de datos mediante tecnologías de vanguardia. Si tienes experiencia con Eclipse Dataspace Connector (EDC) y Tractus-X , y quieres participar en proyectos internacionales de alto impacto, ¡queremos conocerte!…",,,2026-06-30T13:02:49Z,https://www.adzuna.es/details/5782047972?utm_medium=api&utm_source=183d4d76
docker,Desarrollador .NET - Tech solutions,,Valencia,"Diseñar, desarrollar y mantener aplicaciones y servicios utilizando .NET/C# , garantizando la calidad, escalabilidad y mantenibilidad del código. Participar en el diseño e implementación de APIs REST y arquitecturas basadas en microservicios . Aplicar buenas prácticas de desarrollo y patrones de arquitectura como SOLID, Clean Architecture y DDD en las soluciones desarrolladas. Desarrollar y ejecutar pruebas unitarias e integración , asegurando la fiabilidad y estabilidad de las aplicaciones. Co…",30000.0,45000.0,2026-07-15T09:28:16Z,https://www.adzuna.es/details/5800864308?utm_medium=api&utm_source=183d4d76
docker,DevOps & Site Reliability Engineer (GCP),Qureos Inc,Madrid,"Location: Remote (candidate must be based in Spain) Contract type: Indefinido (permanent)- Full-time Language requirements: Professional working proficiency in English (written and spoken) About the Role We are looking for an experienced DevOps Engineer to design, implement, and maintain the infrastructure that powers our applications and services. You will work closely with our development, QA, and IT teams to automate and streamline operations, monitor system performance, and ensure the relia…",,,2026-08-12T23:42:34Z,https://www.adzuna.es/details/5838806757?utm_medium=api&utm_source=183d4d76
docker,DevOps & Site Reliability Engineer (GCP),Qureos Inc,Barcelona,"Location: Remote (candidate must be based in Spain) Contract type: Indefinido (permanent)- Full-time Language requirements: Professional working proficiency in English (written and spoken) About the Role We are looking for an experienced DevOps Engineer to design, implement, and maintain the infrastructure that powers our applications and services. You will work closely with our development, QA, and IT teams to automate and streamline operations, monitor system performance, and ensure the relia…",,,2026-08-12T23:40:56Z,https://www.adzuna.es/details/5838793104?utm_medium=api&utm_source=183d4d76
docker,Python DevOps Security Platform Engineer (m/f/d),Siemens,España,"About the Team Join the Operational Excellence Platform team — the engineering backbone behind our CERT and Threat Intelligence operations. We design, build, automate, and operate the platforms that keep our cybersecurity response running efficiently. Automation-first. Cloud-native. DevOps-driven. Your Mission As a Security Platform & Integration Engineer , you will build and operate security platforms, deliver integrations across our CERT/TI ecosystem, and develop SOAR-based automation that st…",,,2026-06-15T09:57:49Z,https://www.adzuna.es/details/5764148315?utm_medium=api&utm_source=183d4d76
docker,"Ingeniero/a DevOps Senior – Híbrido (Madrid, Barcelona, León)",eXperience IT Solutions,España,"Descripción: En eXperience IT Solutions seguimos creciendo Buscamos incorporar 5 Ingenieros/as DevOps Senior para participar en proyectos tecnológicos de gran envergadura y alto impacto. Vacantes disponibles: 3 posiciones en Barcelona 1 posición en Madrid 1 posición en León Si te apasiona la automatización, la integración continua, Kubernetes y las arquitecturas cloud-native, queremos conocerte. Este puesto forma parte de un equipo mixto gestionado por eXperience IT Solution y otros partners te…",,,2026-07-15T09:13:23Z,https://www.adzuna.es/details/5800851607?utm_medium=api&utm_source=183d4d76
docker,DevOps Engineer,ToBeIT SL,"Boadilla del Monte, Madrid","Hello! From ToBeIT, we are looking for a Platform Operations & DevOps Engineer with a minimum of 3 years of professional experience working with Linux environments, container technologies, automation and cloud infrastructure. The ideal candidate will be responsible for ensuring platform stability, supporting production environments, improving automation and CI/CD processes, and collaborating closely with development, architecture and infrastructure teams on deployment and modernization initiati…",,,2026-09-09T14:20:59Z,https://www.adzuna.es/details/5877105716?utm_medium=api&utm_source=183d4d76
docker,DevOps / SRE Engineer,"Excelia, SL","Boadilla del Monte, Madrid","En Excelia , firma multinacional de Consultoría, Tecnología y Servicios Profesionales, contamos con más de 25 años de experiencia y presencia en más de 50 países de Europa, América Latina y Estados Unidos, a través de nuestras 9 oficinas propias. Buscamos incorporar un/a DevOps / SRE Engineer con sólida experiencia en administración de sistemas Linux, infraestructura, automatización, CI/CD y seguridad, para trabajar de forma transversal en nuestros proyectos y garantizar que los entornos de des…",,,2026-09-01T13:59:26Z,https://www.adzuna.es/details/5864551733?utm_medium=api&utm_source=183d4d76
docker,Ingeniero de software,Shakers,España,"Una compañía con equipos de IA avanzada incorpora un/a AI Runtime & Evaluation Engineer para el diseño, implementación y evaluación de arquitecturas de agentes de IA a escala productiva. Rol clave en la creación de sistemas robustos de evaluación y benchmarking de LLMs, gestión del runtime de agentes y observabilidad avanzada. Rol fundamental en el ciclo de vida de sistemas de agentes IA en producción real — no POCs, no research aislado. Sobre el ro lSerás responsable de construir, optimizar y …",,,2026-09-11T04:02:10Z,https://www.adzuna.es/land/ad/5879133697?se=SAVRECuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=5C0578D2F0C3A67658335349C4CACB0132ECB22B
docker,DevOps Engineer,SOTEC CONSULTING,España,"Oferta de Empleo: DevOps Engineer Modalidad: 100% remoto Tipo de contrato : Indefinido Jornada : Tiempo completo Salario : A valorar según experiencia y perfil Sobre el puesto Desde SOTEC Consulting – Grupo Astek buscamos un/a DevOps Engineer con al menos 3 años de experiencia para trabajar con tecnologías modernas de cloud y DevOps, participación en iniciativas de modernización de plataformas, modelo de trabajo híbrido, cultura de ingeniería colaborativa y oportunidades de desarrollo profesion…",,,2026-09-10T15:48:19Z,https://www.adzuna.es/land/ad/5878500332?se=SAVRECuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=344F8A4625899526602ABBEB393951BB99F45F3A
docker,ES- Desarrollador/a Senior .NET 8,Devoteam Spain,Madrid,"Descripción del empleo Estamos en búsqueda de un/a Desarrollador/a de aplicaciones con .NET 8 y arquitecturas limpias con la siquiente experiencia: Experiencia mínima de 3 años en desarrollo con .NET Core / C#. Experiencia reciente con .NET 8. Conocimientos sólidos de Clean Architecture, arquitectura hexagonal y DDD. Experiencia en arquitecturas de microservicios y desarrollo de APIs REST. Aplicación de principios SOLID, patrones de diseño y buenas prácticas. Experiencia con testing, Git y base…",,,2026-09-03T22:34:48Z,https://www.adzuna.es/details/5869545437?utm_medium=api&utm_source=183d4d76
docker,Senior Data Engineer,GoMining,España,"We are looking for a Senior Data Engineer with a strong software engineering background and deep expertise in building modern cloud-based data platforms. You will be responsible for designing and developing scalable data infrastructure, building reliable data pipelines, and establishing engineering best practices across our data ecosystem. This role is ideal for someone who enjoys solving complex engineering challenges while enabling analytics, machine learning, and product teams with high-qual…",,,2026-08-14T13:40:39Z,https://www.adzuna.es/details/5841786534?utm_medium=api&utm_source=183d4d76
docker,Arquitecto/a Integración Java - Apache Camel&Quarkus,BCNC GROUP,España,"En BCNC Group buscamos un/a Arquitecto/a Java especializado/a en integración , con experiencia práctica y reciente en Apache Camel y Quarkus . Participarás en la modernización de una plataforma middleware, liderando la evolución desde Red Hat Fuse hacia una arquitectura de microservicios de integración con Camel Quarkus sobre OpenShift . Tecnologías y experiencia requerida Java 17/21 Apache Camel y Camel Quarkus Quarkus y microservicios Red Hat Fuse, JBoss Fuse, Karaf o ServiceMix APIs REST y S…",,,2026-09-09T03:46:55Z,https://www.adzuna.es/land/ad/5876469526?se=SAVRECuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=D03FE62AD3BFE7FEDDE0B02FC55A3CB1959E76C9
docker,Backend Developer | Senior,Talent-R,España,"Senior Golang Engineer This position offers you the opportunity to join a fast-growing technology organization that is redefining productivity paradigms in the software engineering industry. Thanks to our flexible, distributed model of global operation and the high caliber of our experts, we have enjoyed triple digit growth over the past five years, creating amazing career opportunities for our people. If you want to accelerate your career working with like-minded subject matter experts, solvin…",,,2026-06-28T00:52:18Z,https://www.adzuna.es/details/5779533609?utm_medium=api&utm_source=183d4d76
docker,Desarrollador/a C++ | Movilidad Inteligente,Expleo,Madrid,"En Expleo seguimos creciendo y buscamos un/a Desarrollador/a C++ para participar en soluciones innovadoras para los sectores de ferroviario, tráfico, puertos y aeropuertos .  Ubicación: San Fernando de Henares  Modalidad de trabajo: Híbrido ( 2 días presenciales por semana)  ¿Qué buscamos? Profesional con experiencia en desarrollo C++ para el desarrollo de aplicaciones orientadas a TVS y sistemas de movilidad. Requisitos imprescindibles ✅ Al menos 3 años de experiencia en desarrollo C++ ✅ Exper…",,,2026-08-23T03:43:51Z,https://www.adzuna.es/details/5853166343?utm_medium=api&utm_source=183d4d76
docker,"Desarrollador/a Frontend React, hibrido",ARELANCE,España,"Desarrollador/a Frontend React En Arelance sabemos que las personas son el activo más importante dentro de una empresa y por tanto invertimos muchos esfuerzos en buscar los mejores profesionales para nuestros clientes, y en ofrecer a nuestros candidatos los mejores proyectos. En este momento, buscamos incorporar un/a Desarrollador/a Frontend React para un proyecto de desarrollo de aplicaciones multiplataforma. ¿Qué buscamos en ti? Experiencia mínima de 3 años en desarrollo frontend con React Ex…",,,2026-09-05T09:46:18Z,https://www.adzuna.es/details/5871672545?utm_medium=api&utm_source=183d4d76
docker,Software Architect – EDF EYE Project (Defense Sector),BEIGAR,"Barcelona, Cataluña","Buscamos un/a Arquitecto/a de Software Senior para integrarse en el proyecto europeo EDF EYE . Tu misión será liderar el diseño técnico y la evolución de arquitecturas backend de alto rendimiento para sistemas de defensa de próxima generación. Trabajarás en un entorno de alta complejidad técnica, asegurando la escalabilidad, resiliencia y seguridad de soluciones críticas. Responsabilidades Técnicas Diseño de arquitecturas backend modulares utilizando Java y Python . Implementación de sistemas b…",90000.0,130000.0,2026-08-29T11:16:16Z,https://www.adzuna.es/details/5860925287?utm_medium=api&utm_source=183d4d76
docker,DevOps Engineer with AI experience (Remote from Spain),UST España & Latam,España,"We are still looking for the very Top Talent…and we would be delighted if you were to join our team! More in details, UST is a multinational company based in North America, certified as a Top Employer and Great Place to Work company with over 35.000 employees all over the world and presence in more than 35 countries. We are leaders on digital technology services, and we provide large-scale technologic solutions to big companies. What we look for? We are seeking a DevOps Engineer with AI experie…",,,2026-09-13T03:47:45Z,https://www.adzuna.es/land/ad/5882095548?se=SAVRECuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=04BEAC7E0BCAE65EA1F9DC00406B1E503BFB4C0A
docker,Net backend developer,domestiko.com,Madrid,"Se requiere certificado de discapacidad igual o superior al 33%. Desarrollo backend de aplicaciones web con dominio avanzado de NET Core y C#. Conocimientos de Microsoft Azure para gestionar e implementar recursos en la nube en proyectos de alta disponibilidad. Experiencia en Docker y Azure Kubernetes Services, así como en herramientas de monitorización y diagnóstico en entornos cloud. También es necesario manejar servicios de mensajería como Azure Service Bus o Event Grid. Titulación en Ingeni…",,,2026-07-08T13:33:59Z,https://www.adzuna.es/land/ad/5792436942?se=SAVRECuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=3E1AE0A551311D7BD424B411F5D7063678F13051
docker,Analista de Sistemas,Fujitsu,España,"Job Description Analista de Sistemas Job Location: Sevilla Location Flexibility: Primary Location Only Req Id: 12064 Posting Start Date: 9/7/26 En Fujitsu llevamos desde 1935 comprometidos a crear un mundo sostenible a través de la innovación. Hoy en día, lideramos la transformación digital a nivel mundial con nuestros 130.000 empleados en más de 50 países. Nuestra diversa comunidad tiene el poder de alcanzar la grandeza a través del desarrollo profesional y las oportunidades. Explora nuestros …",,,2026-09-08T09:49:39Z,https://www.adzuna.es/details/5875383989?utm_medium=api&utm_source=183d4d76
docker,Senior .NET Backend Developer (azure),Full On Net,España,"En Sword Iberia seguimos creciendo y buscamos incorporar a una persona con experiencia en .NET especializado en ecosistema Microsoft con experiencia en diseño y desarrollo de APIs modernas, arquitecturas limpias y soluciones Cloud en Azure. Requisitos imprescindibles Experiencia con C# y .NET 8 / .NET 10 . Desarrollo de Minimal APIs y REST APIs . Aplicación de Clean Architecture . Experiencia con patrones CQRS y MediatR . Uso de Dependency Injection y Scrutor . Acceso a datos mediante Dapper . …",,,2026-09-13T03:47:58Z,https://www.adzuna.es/land/ad/5882095854?se=rDTzESuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=08A177F5806156B34F30DCC3D13C5D5972E9D804
docker,.NET Software Engineer,Randstad Digital España,España,"Buscamos .NET Software Engineer con amplia experiencia en diseño de aplicaciones mediante el uso de patrones MVC/MVVM para incorporación directa en cliente final, llevando cabo las siguientes tareas en unos de los proyectos clave de la compañía: Diseño técnico de componentes e integraciones. Desarrollo de componentes de front MAUI y componentes de back (.NET / C#) Integración con otras plataformas (MongoDB, ELK, Mulesoft, Kafka, SAP). Aseguramiento de la calidad técnica de todos los componentes…",,,2026-09-09T03:46:55Z,https://www.adzuna.es/land/ad/5876469496?se=rDTzESuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=FE442977A59DCCC25F46ACD185BE6F93B6A1F52C
docker,Analista Programador .NET,RDT,"Vitoria-Gasteiz, Álava",Oferta de Empleo: Analista/Programador Fullstack (.NET – C#) Modalidad: Trabajo híbrido En nuestra compañía estamos buscando un/a Analista/Programador Fullstack con experiencia en el desarrollo de aplicaciones en C# sobre .NET Framework y .NET. Responsabilidades y tecnologías principales - Desarrollo FrontEnd con WPF y patrón MVVM (Model-View-ViewModel) - Desarrollo BackEnd utilizando WCF - Diseño y modelado de bases de datos SQL - Trabajo con Microsoft Visual Studio 2022 - Metodologías ágiles …,,,2026-03-18T21:19:28Z,https://www.adzuna.es/details/5671069286?utm_medium=api&utm_source=183d4d76
docker,Software Developer,Brightside,España,"Software Developer Para importante empresa de España dedicada a la administración digital de fincas, buscamos un Software Developer con al menos 5 años de experiencia. Misión: Construye una plataforma que será utilizado por miles de usuarios Trabaja con el equipo para crear herramientas que ayudan a escalar y automatizar una industria Propone cambios que ayudan a la experiencia de desarrolladores Skills: Typescript Node.js React Graphql API development Git Next.js TDD with Jest Docker Github ac…",,,2026-07-16T01:25:09Z,https://www.adzuna.es/details/5801924608?utm_medium=api&utm_source=183d4d76
docker,Senior Backend Golang Engineer,Parser Limited,España,"Senior Golang Engineer This position offers you the opportunity to join a fast-growing technology organization that is redefining productivity paradigms in the software engineering industry. Thanks to our flexible, distributed model of global operation and the high caliber of our experts, we have enjoyed triple digit growth over the past five years, creating amazing career opportunities for our people. If you want to accelerate your career working with like-minded subject matter experts, solvin…",,,2026-06-27T00:41:11Z,https://www.adzuna.es/details/5778322686?utm_medium=api&utm_source=183d4d76
docker,Senior DevOps Engineer,TELEKOM HELLENIC BUSINESS SOLUTIONS SA,España,"Telekom HBS , part of the Telekom Group , is an ICT Systems Integrator offering a comprehensive suite of ICT Solutions and Services. Telekom HBS , specializes in delivering ICT Services in areas such as Cloud, Data Centre operations, Networking, Cybersecurity, BI and Data Warehouse, Big Data, Service Desk, Proactive Monitoring, Operations and Support, Service Management, Project and Programme Management, and Professional Services. We are seeking an Senior DevOps Engineer to join our team and be…",,,2026-09-11T13:39:48Z,https://www.adzuna.es/details/5879654203?utm_medium=api&utm_source=183d4d76
docker,Data Engineer,Mentor Talent Acquisition,España,"We are looking for a Data Engineer who enjoys building reliable data pipelines. You will help design and operate scalable ELT processes that power analytics, reporting, and core product features. You are comfortable working with Python, SQL and AWS, understand modern data architecture patterns, and care about data quality, performance, and maintainability. Your responsibilities ● Design, build and maintain scalable ELT pipelines. ● Implement and operate data workflows using AWS (Lambda, Step Fu…",,,2026-09-12T15:48:09Z,https://www.adzuna.es/land/ad/5881023582?se=rDTzESuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=7D65CF5E7AAAA220B2B45E8CA608F886F5FADEE8
docker,DevOps Engineer (100% Teletrabajo),PSS Tecnologías de la Información,España,"¿Tienes experiencia en entornos DevOps y te gusta trabajar en automatización, CI/CD e infraestructura como código? Buscamos incorporar un/a DevOps Engineer con experiencia sólida en Jenkins, administración Linux, Shell Scripting y Terraform , para participar en un proyecto tecnológico estable y de larga duración. ¿Qué buscamos? Experiencia trabajando con Jenkins , especialmente en creación, mantenimiento y evolución de pipelines. Experiencia en administración de sistemas Linux . Conocimientos s…",,,2026-09-09T03:46:22Z,https://www.adzuna.es/land/ad/5876467305?se=rDTzESuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=744C55AB23AB236EC00E762E37F61004EDB8E568
docker,Developer Backend Senior .NET,TechsBCN,España,"TechsBCN es un grupo de profesionales especializados en tecnologías web & Microsoft. Somos un equipo dinámico y con ganas de crecer y aprender día a día. Nos gusta mucho lo que hacemos y estamos constantemente reinventándonos y especializándonos en las tecnologías más punteras y novedosas del mercado. Estamos buscando a un desarrollador Backend de .NET para incorporar a nuestro equipo técnico. Concretamente, estamos buscando a alguien que tenga los siguientes conocimientos/experiencia: REQUERID…",,,2026-09-13T03:47:49Z,https://www.adzuna.es/land/ad/5882095637?se=rDTzESuw8RGw3foOHxJxCQ&utm_medium=api&utm_source=183d4d76&v=A24F9FCF0742BB4145DD94B92F2AAC6D40D61C14
docker,Cloud Engineer AWS,ToBeIT SL,"Boadilla del Monte, Madrid","Hola! Desde ToBeIT buscamos un/a Cloud Engineer (AWS) para unirse al equipo tecnológico de una importante empresa del sector aeronáutico. Skills AWS (EC2, VPC, IAM, S3, EBS, EFS, RDS, Aurora, Route 53, CloudFront, ELB/ALB/NLB, Auto Scaling, Lambda, SNS, SQS, API Gateway, CloudWatch, CloudTrail, Systems Manager, KMS, Secrets Manager) Contenedores: Docker, Kubernetes, Amazon EKS, Amazon ECS Infraestructura como Código (IaC): Terraform, AWS CloudFormation Automatización y scripting: Bash, Python S…",,,2026-08-06T13:35:27Z,https://www.adzuna.es/details/5830404105?utm_medium=api&utm_source=183d4d76
docker,INGENIERO/A DEVOPS (TELETRABAJO),IRIUM - Spain,España,"En IRIUM nos preocupamos porque no dejes de perseguir tus sueños. Prepárate para conquistar tus metas, y ten siempre presente disfrutar del camino. Nos encontramos en la búsqueda del perfil de un/a Ingeniero/a DevOps para un equipo de operaciones e infraestructura en un proyecto internacional con modalidad full-remote. ¿Qué estamos buscando? - Mínimo 3 años de experiencia en roles de DevOps e Infraestructura. - Experiencia práctica en Linux . - Experiencia en contenedores con Docker y Podman. -…",,,2026-09-09T00:31:41Z,https://www.adzuna.es/details/5876188628?utm_medium=api&utm_source=183d4d76
